Key,English [en-GB]
PERK_Doomstalker_08_Desc,"Add one <color=""orange"">+0</color> STUN <sprite name=Stun> card"
PERK_Doomstalker_09,Sweep
PERK_Doomstalker_09_Desc,Add one <sprite name=Rolling> ADD TARGET <sprite name=Target> card
PERK_Doomstalker_10,Resilient
PERK_Doomstalker_10_Desc,Ignore negative scenario effects
PERK_Elementalist_01,Consistency
PERK_Elementalist_01_Desc,"Remove two <color=""purple"">-1</color> cards"
PERK_Elementalist_02,Focus
PERK_Elementalist_02_Desc,"Replace one <color=""purple"">-1</color> card with a <color=""orange"">+1</color> card"
PERK_Elementalist_03,Heighten
PERK_Elementalist_03_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+2</color> card"
PERK_Elementalist_04,Conflagrate
PERK_Elementalist_04_Desc,"Add three <color=""orange"">+0</color> <sprite name=Fire> cards"
PERK_Elementalist_05,Glaciate
PERK_Elementalist_05_Desc,"Add three <color=""orange"">+0</color> <sprite name=Ice> cards"
PERK_Elementalist_06,Storm
PERK_Elementalist_06_Desc,"Add three <color=""orange"">+0</color> <sprite name=Air> cards"
PERK_Elementalist_07,Quake
PERK_Elementalist_07_Desc,"Add three <color=""orange"">+0</color> <sprite name=Earth> cards"
PERK_Elementalist_08,Magma
PERK_Elementalist_08_Desc,"Replace two <color=""orange"">+0</color> cards with one <color=""orange"">+0</color> <sprite name=Fire> and one <color=""orange"">+0</color> <sprite name=Earth> cards"
PERK_Elementalist_09,Blizzard
PERK_Elementalist_09_Desc,"Replace two <color=""orange"">+0</color> cards with one <color=""orange"">+0</color> <sprite name=Ice> and one <color=""orange"">+0</color> <sprite name=Air> cards"
PERK_Elementalist_10,Shove
PERK_Elementalist_10_Desc,"Add two <sprite name=Rolling> <color=""orange"">+1</color> <nobr>PUSH <sprite name=Push> 1 cards</nobr>"
PERK_Elementalist_11,Lacerate
PERK_Elementalist_11_Desc,"Add one <color=""orange"">+1</color> WOUND <sprite name=Wound> card"
PERK_Elementalist_12,Blind
PERK_Elementalist_12_Desc,"Add one <color=""orange"">+0</color> STUN <sprite name=Stun> card"
PERK_Elementalist_13,Extend
PERK_Elementalist_13_Desc,"Add one <color=""orange"">+0</color> ADD TARGET <sprite name=Target> card"
PERK_Mindthief_01,Consistency
PERK_Mindthief_01_Desc,"Remove two <color=""purple"">-1</color> cards"
PERK_Mindthief_02,Dust
PERK_Mindthief_02_Desc,"Remove four <color=""orange"">+0</color> cards"
PERK_Mindthief_03,Meditate
PERK_Mindthief_03_Desc,"Replace two <color=""orange"">+1</color> cards with two <color=""orange"">+2</color> cards"
PERK_Mindthief_04,Intensify
PERK_Mindthief_04_Desc,"Replace one <color=""purple"">-2</color> card with a <color=""orange"">+0</color> card"
PERK_Mindthief_05,Freeze
PERK_Mindthief_05_Desc,"Add one <color=""orange"">+2</color> <sprite name=Ice> card"
PERK_Mindthief_06,Technique
PERK_Mindthief_06_Desc,"Add two <sprite name=Rolling> <color=""orange"">+1</color> cards"
PERK_Mindthief_07,Attract
PERK_Mindthief_07_Desc,Add three <sprite name=Rolling> PULL <sprite name=Pull> 1 cards
PERK_Mindthief_08,Confuse
PERK_Mindthief_08_Desc,Add three <sprite name=Rolling> MUDDLE <sprite name=Muddle> cards
PERK_Mindthief_09,Hamstring
PERK_Mindthief_09_Desc,Add two <sprite name=Rolling> IMMOBILIZE <sprite name=Immobilize> cards
PERK_Mindthief_10,Bludgeon
PERK_Mindthief_10_Desc,Add one <sprite name=Rolling> STUN <sprite name=Stun> card
PERK_Mindthief_11,Pacify
PERK_Mindthief_11_Desc,Add one <sprite name=Rolling> DISARM <sprite name=Disarm> card and one <sprite name=Rolling> MUDDLE <sprite name=Muddle> card
PERK_Mindthief_12,Resilient
PERK_Mindthief_12_Desc,Ignore negative scenario effects
PERK_Nightshroud_01,Consistency
PERK_Nightshroud_01_Desc,"Remove two <color=""purple"">-1</color> cards"
PERK_Nightshroud_02,Dust
PERK_Nightshroud_02_Desc,"Remove four <color=""orange"">+0</color> cards"
PERK_Nightshroud_03,Twilight
PERK_Nightshroud_03_Desc,"Add one <color=""purple"">-1</color> <sprite name=Dark> card"
PERK_Nightshroud_04,Umbra
PERK_Nightshroud_04_Desc,"Replace one <color=""purple"">-1</color> <sprite name=Dark> card with one <color=""orange"">+1</color> <sprite name=Dark> card"
PERK_Nightshroud_05,Enshroud
PERK_Nightshroud_05_Desc,"Add one <color=""orange"">+1</color> INVISIBLE <sprite name=Invisible> card"
PERK_Nightshroud_06,Confuse
PERK_Nightshroud_06_Desc,Add three <sprite name=Rolling> MUDDLE <sprite name=Muddle> cards
PERK_Nightshroud_07,Recover
PERK_Nightshroud_07_Desc,Add two <sprite name=Rolling> Heal <sprite name=Heal> 1 cards
PERK_Nightshroud_08,Incantation
PERK_Nightshroud_08_Desc,Add two <sprite name=Rolling> CURSE <sprite name=Curse> cards
PERK_Nightshroud_09,Sweep
PERK_Nightshroud_09_Desc,Add one <sprite name=Rolling> ADD TARGET <sprite name=Target> card
PERK_Nightshroud_10,Greater Immunity
PERK_Nightshroud_10_Desc,"Ignore negative scenario effects and add two <color=""orange"">+1</color> cards"
PERK_Plagueherald_01,Intensify
PERK_Plagueherald_01_Desc,"Replace one <color=""purple"">-2</color> card with a <color=""orange"">+0</color> card"
PERK_Plagueherald_02,Focus
PERK_Plagueherald_02_Desc,"Replace one <color=""purple"">-1</color> card with a <color=""orange"">+1</color> card"
PERK_Plagueherald_03,Heighten
PERK_Plagueherald_03_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+2</color> card"
PERK_Plagueherald_04,Technique
PERK_Plagueherald_04_Desc,"Add two <color=""orange"">+1</color> cards"
PERK_Plagueherald_05,Scent
PERK_Plagueherald_05_Desc,"Add one <color=""orange"">+1</color> <sprite name=Air> card"
PERK_Plagueherald_06,Corrupt
PERK_Plagueherald_06_Desc,Add three <sprite name=Rolling> POISON <sprite name=Poison> cards
PERK_Plagueherald_07,Incantation
PERK_Plagueherald_07_Desc,Add two <sprite name=Rolling> CURSE <sprite name=Curse> cards
PERK_Plagueherald_08,Hamstring
PERK_Plagueherald_08_Desc,Add two <sprite name=Rolling> IMMOBILIZE <sprite name=Immobilize> cards
PERK_Plagueherald_09,Bludgeon
PERK_Plagueherald_09_Desc,Add one <sprite name=Rolling> STUN <sprite name=Stun> card
PERK_Plagueherald_10,Immunity
PERK_Plagueherald_10_Desc,"Ignore negative scenario effects and add one <color=""orange"">+1</color> card"
PERK_Quartermaster_01,Consistency
PERK_Quartermaster_01_Desc,"Remove two <color=""purple"">-1</color> cards"
PERK_Quartermaster_02,Dust
PERK_Quartermaster_02_Desc,"Remove four <color=""orange"">+0</color> cards"
PERK_Quartermaster_03,Heighten
PERK_Quartermaster_03_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+2</color> card"
PERK_Quartermaster_04,Technique
PERK_Quartermaster_04_Desc,"Add two <sprite name=Rolling> <color=""orange"">+1</color> cards"
PERK_Quartermaster_05,Confuse
PERK_Quartermaster_05_Desc,Add three <sprite name=Rolling> MUDDLE <sprite name=Muddle> cards
PERK_Quartermaster_06,Stab
PERK_Quartermaster_06_Desc,Add two <sprite name=Rolling> PIERCE <sprite name=Pierce> 3 cards
PERK_Quartermaster_07,Bludgeon
PERK_Quartermaster_07_Desc,Add one <sprite name=Rolling> STUN <sprite name=Stun> card
PERK_Quartermaster_08,Sweep
PERK_Quartermaster_08_Desc,Add one <sprite name=Rolling> ADD TARGET <sprite name=Target> card
PERK_Quartermaster_09,Artifice
PERK_Quartermaster_09_Desc,"Add one <color=""orange"">+0</color> Refresh an item card"
PERK_Quartermaster_10,Extreme Fortitude
PERK_Quartermaster_10_Desc,"Ignore negative item effects and add two <color=""orange"">+1</color> cards"
PERK_Sawbones_01,Consistency
PERK_Sawbones_01_Desc,"Remove two <color=""purple"">-1</color> cards"
PERK_Sawbones_02,Dust
PERK_Sawbones_02_Desc,"Remove four <color=""orange"">+0</color> cards"
PERK_Sawbones_03,Heighten
PERK_Sawbones_03_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+2</color> card"
PERK_Sawbones_04,Knack
PERK_Sawbones_04_Desc,"Add one <sprite name=Rolling> <color=""orange"">+2</color> cards"
PERK_Sawbones_05,Hobble
PERK_Sawbones_05_Desc,"Add one <color=""orange"">+1</color> IMMOBILIZE <sprite name=Immobilize> card"
PERK_Sawbones_06,Bloodletting
PERK_Sawbones_06_Desc,Add two <sprite name=Rolling> WOUND <sprite name=Wound> cards
PERK_Sawbones_07,Blind
PERK_Sawbones_07_Desc,Add one <sprite name=Rolling> STUN <sprite name=Stun> card
PERK_Sawbones_08,Rejuvenate
PERK_Sawbones_08_Desc,Add two <sprite name=Rolling> Heal <sprite name=Heal> 3 cards
PERK_Sawbones_09,Artifice
PERK_Sawbones_09_Desc,"Add one <color=""orange"">+0</color> Refresh an item card"
PERK_Scoundrel_01,Consistency
PERK_Scoundrel_01_Desc,"Remove two <color=""purple"">-1</color> cards"
PERK_Scoundrel_02,Dust
PERK_Scoundrel_02_Desc,"Remove four <color=""orange"">+0</color> cards"
PERK_Scoundrel_03,Intensify
PERK_Scoundrel_03_Desc,"Replace one <color=""purple"">-2</color> card with a <color=""orange"">+0</color> card"
PERK_Scoundrel_04,Focus
PERK_Scoundrel_04_Desc,"Replace one <color=""purple"">-1</color> card with a <color=""orange"">+1</color> card"
PERK_Scoundrel_05,Heighten
PERK_Scoundrel_05_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+2</color> card"
PERK_Scoundrel_06,Technique
PERK_Scoundrel_06_Desc,"Add two <sprite name=Rolling> <color=""orange"">+1</color> cards"
PERK_Scoundrel_07,Stab
PERK_Scoundrel_07_Desc,Add two <sprite name=Rolling> PIERCE <sprite name=Pierce> 3 cards
PERK_Scoundrel_08,Envenom
PERK_Scoundrel_08_Desc,Add two <sprite name=Rolling> POISON <sprite name=Poison> cards
PERK_Scoundrel_09,Perplex
PERK_Scoundrel_09_Desc,Add two <sprite name=Rolling> MUDDLE <sprite name=Muddle> cards
PERK_Scoundrel_10,Obscure
PERK_Scoundrel_10_Desc,Add one <sprite name=Rolling> INVISIBLE <sprite name=Invisible> card
PERK_Scoundrel_11,Resilient
PERK_Scoundrel_11_Desc,Ignore negative scenario effects
PERK_Soothsinger_01,Consistency
PERK_Soothsinger_01_Desc,"Remove two <color=""purple"">-1</color> cards"
PERK_Soothsinger_02,Harmony
PERK_Soothsinger_02_Desc,"Remove one <color=""purple"">-2</color> card"
PERK_Soothsinger_03,Power Chord
PERK_Soothsinger_03_Desc,"Replace two <color=""orange"">+1</color> card with a <color=""orange"">+4</color> card"
PERK_Soothsinger_04,Refrain
PERK_Soothsinger_04_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+1</color> IMMOBILIZE <sprite name=Immobilize> card"
PERK_Soothsinger_05,Lethargy
PERK_Soothsinger_05_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+1</color> DISARM <sprite name=Disarm> card"
PERK_Soothsinger_06,Cacophony
PERK_Soothsinger_06_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+2</color> WOUND <sprite name=Wound> card"
PERK_Soothsinger_07,Discord
PERK_Soothsinger_07_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+2</color> POISON <sprite name=Poison> card"
PERK_Soothsinger_08,Dissonance
PERK_Soothsinger_08_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+2</color> CURSE <sprite name=Curse> card"
PERK_Soothsinger_09,Clamor
PERK_Soothsinger_09_Desc,"Replace one <color=""orange"">+0</color> card with a <color=""orange"">+3</color> MUDDLE <sprite name=Muddle> card"
PERK_Soothsinger_10,Tumult
PERK_Soothsinger_10_Desc,"Replace one <color=""purple"">-1</color> card with a <color=""orange"">+0</color> STUN <sprite name=Stun> card"
PERK_Soothsinger_11,Retune
PERK_Soothsinger_11_Desc,"Add three <sprite name=Rolling> <color=""orange"">+1</color> cards"
PERK_Soothsinger_12,Incantation
PERK_Soothsinger_12_Desc,Add two <sprite name=Rolling> CURSE <sprite name=Curse> cards
PERK_Spellweaver_01,Dust
PERK_Spellweaver_01_Desc,"Remove four <color=""orange"">+0</color> cards"
PERK_Spellweaver_02,Focus
PERK_Spellweaver_02_Desc,"Replace one <color=""purple"">-1</color> card with a <color=""orange"">+1</color> card"
PERK_Spellweaver_03,Power
PERK_Spellweaver_03_Desc,"Add two <color=""orange"">+1</color> cards"
PERK_Spellweaver_04,Blind
PERK_Spellweaver_04_Desc,"Add one <color=""orange"">+0</color> STUN <sprite name=Stun> card"
PERK_Spellweaver_05,Lacerate
PERK_Spellweaver_05_Desc,"Add one <color=""orange"">+1</color> WOUND <sprite name=Wound> card"
PERK_Spellweaver_06,Hobble
PERK_Spellweaver_06_Desc,"Add one <color=""orange"">+1</color> IMMOBILIZE <sprite name=Immobilize> card"
PERK_Spellweaver_07,Scorn
PERK_Spellweaver_07_Desc,"Add one <color=""orange"">+1</color> CURSE <sprite name=Curse> card"
PERK_Spellweaver_08,Cinder
PERK_Spellweaver_08_Desc,"Add one <color=""orange"">+2</color> <sprite name=Fire> card"
PERK_Spellweaver_09,Freeze
PERK_Spellweaver_09_Desc,"Add one <color=""orange"">+2</color> <sprite name=Ice> card"
PERK_Spellweaver_10,Tempest
PERK_Spellweaver_10_Desc,Add one <sprite name=Rolling> <sprite name=Earth> card and one <sprite name=Rolling>  <sprite name=Air> card
PERK_Spellweaver_11,Zenith
PERK_Spellweaver_11_Desc,Add one <sprite name=Rolling> <sprite name=Light> card and one <sprite name=Rolling>  <sprite name=Dark> card
